1.1.1	1.450	0.629
1.1.2	1.550	0.629
1.1.3	1.650	0.629
1.1.4	1.750	0.629
1.1.5	1.850	0.629
1.1.6	1.950	0.629
1.1.7	2.050	0.629
1.1.8	2.150	0.629
1.1.9	2.250	0.629
1.1.10	2.350	0.629
1.1.11	2.450	0.629
1.1.12	2.550	0.629
1.1.13	2.650	0.629
1.1.14	2.750	0.629
1.1.15	2.850	0.629
1.1.16	2.950	0.629
1.1.17	3.050	0.629
1.1.18	3.150	0.629
1.1.19	3.250	0.629
1.1.20	3.350	0.629
1.1.21	3.450	0.629
1.1.22	3.550	0.629
1.1.23	3.650	0.629
1.1.24	3.750	0.629
1.1.25	3.850	0.629
1.1.26	3.950	0.629
1.1.27	4.050	0.629
1.1.28	4.150	0.629
1.1.29	4.170	0.629
1.1.30	4.270	0.633
1.1.31	4.369	0.644
1.1.32	4.467	0.663
1.1.33	4.564	0.690
1.1.34	4.658	0.724
1.1.35	4.749	0.765
1.1.36	4.836	0.813
1.1.37	4.920	0.868
1.1.38	4.999	0.929
1.1.39	5.074	0.996
1.1.40	5.143	1.068
1.1.41	5.206	1.146
1.1.42	5.263	1.228
1.1.43	5.313	1.314
1.1.44	5.357	1.404
1.1.45	5.394	1.497
1.1.46	5.423	1.593
1.1.47	5.445	1.690
1.1.48	5.459	1.789
1.1.49	5.466	1.889
1.1.50	5.465	1.989
1.1.51	5.456	2.088
1.1.52	5.439	2.187
1.1.53	5.416	2.284
1.1.54	5.384	2.379
1.1.55	5.346	2.471
1.1.56	5.300	2.560
1.1.57	5.248	2.645
1.1.58	5.189	2.726
1.1.59	5.124	2.802
1.1.60	5.054	2.873
1.1.61	4.978	2.939
1.1.62	4.897	2.998
1.1.63	4.813	3.051
1.1.64	4.724	3.097
1.1.65	4.632	3.136
1.1.66	4.537	3.168
1.1.67	4.440	3.193
1.1.68	4.342	3.210
1.1.69	4.242	3.219
1.1.70	4.170	3.221
1.1.71	4.070	3.221
1.1.72	3.970	3.221
1.1.73	3.870	3.221
1.1.74	3.770	3.221
1.1.75	3.670	3.221
1.1.76	3.570	3.221
1.1.77	3.470	3.221
1.1.78	3.370	3.221
1.1.79	3.270	3.221
1.1.80	3.170	3.221
1.1.81	3.070	3.221
1.1.82	2.970	3.221
1.1.83	2.870	3.221
1.1.84	2.770	3.221
1.1.85	2.670	3.221
1.1.86	2.570	3.221
1.1.87	2.470	3.221
1.1.88	2.370	3.221
1.1.89	2.270	3.221
1.1.90	2.170	3.221
1.1.91	2.070	3.221
1.1.92	1.970	3.221
1.1.93	1.870	3.221
1.1.94	1.770	3.221
1.1.95	1.670	3.221
1.1.96	1.570	3.221
1.1.97	1.470	3.221
1.1.98	1.500	3.221
1.1.99	1.400	3.217
1.1.100	1.301	3.206
1.1.101	1.203	3.187
1.1.102	1.106	3.160
1.1.103	1.012	3.126
1.1.104	0.921	3.085
1.1.105	0.834	3.037
1.1.106	0.750	2.982
1.1.107	0.671	2.921
1.1.108	0.596	2.854
1.1.109	0.527	2.782
1.1.110	0.464	2.704
1.1.111	0.407	2.622
1.1.112	0.357	2.536
1.1.113	0.313	2.446
1.1.114	0.276	2.353
1.1.115	0.247	2.257
1.1.116	0.225	2.160
1.1.117	0.211	2.061
1.1.118	0.204	1.961
1.1.119	0.205	1.861
1.1.120	0.214	1.762
1.1.121	0.231	1.663
1.1.122	0.254	1.566
1.1.123	0.286	1.471
1.1.124	0.324	1.379
1.1.125	0.370	1.290
1.1.126	0.422	1.205
1.1.127	0.481	1.124
1.1.128	0.546	1.048
1.1.129	0.616	0.977
1.1.130	0.692	0.911
1.1.131	0.773	0.852
1.1.132	0.857	0.799
1.1.133	0.946	0.753
1.1.134	1.038	0.714
1.1.135	1.133	0.682
1.1.136	1.230	0.657
1.1.137	1.328	0.640
1.1.138	1.428	0.631
