1.5,0.66625
1.6,0.66625
1.7,0.66625
1.8,0.66625
1.9,0.66625
2.0,0.66625
2.1,0.66625
2.2,0.66625
2.3,0.66625
2.4,0.66625
2.5,0.66625
2.6,0.66625
2.7,0.66625
2.8,0.66625
2.9,0.66625
3.0,0.66625
3.1,0.66625
3.2,0.66625
3.3,0.66625
3.4,0.66625
3.5,0.66625
3.6,0.66625
3.7,0.66625
3.8,0.66625
3.9,0.66625
4.0,0.66625
4.1,0.66625
4.2,0.66625
4.3,0.66625
4.4,0.66625
4.5,0.66625
4.5999063349,0.669997072655
4.69925131078,0.681217236367
4.79747672281,0.699847446687
4.89403065684,0.725783023199
4.9883705905,0.758878237708
5.07996644156,0.798947133067
5.16830354638,0.845764568039
5.25288555176,0.899067482334
5.33323720383,0.958556374709
5.40890701846,1.02389698582
5.47946981808,1.09472217636
5.54452912069,1.17063399
5.60371936761,1.25120588941
5.65670797756,1.33598515292
5.70319721532,1.42449541831
5.74292586468,1.5162393594
5.77567069621,1.61070148045
5.80124772151,1.70735101269
5.81951322702,1.80564489661
5.83036458156,1.90503083329
5.83374081296,2.00495038777
5.82962295067,2.10484212675
5.81803413236,2.20414477322
5.79903947389,2.3023003602
5.77274570346,2.39875736587
5.73930056189,2.49297381248
5.69889197254,2.58442031166
5.65174698532,2.67258303897
5.59813050099,2.75696662099
5.53834378271,2.83709691877
5.47272276325,2.91252369194
5.40163615749,2.98282312855
5.32548339062,3.04760022638
5.24469235384,3.10649101245
5.15971700014,3.15916458807
5.07103479353,3.20532498816
4.9791440263,3.24471284422
4.88456101918,3.27710684166
4.78781722019,3.30232496339
4.68945621853,3.32022551246
4.5900306902,3.33070790834
4.5,3.33375
4.4,3.33375
4.3,3.33375
4.2,3.33375
4.1,3.33375
4.0,3.33375
3.9,3.33375
3.8,3.33375
3.7,3.33375
3.6,3.33375
3.5,3.33375
3.4,3.33375
3.3,3.33375
3.2,3.33375
3.1,3.33375
3.0,3.33375
2.9,3.33375
2.8,3.33375
2.7,3.33375
2.6,3.33375
2.5,3.33375
2.4,3.33375
2.3,3.33375
2.2,3.33375
2.1,3.33375
2.0,3.33375
1.9,3.33375
1.8,3.33375
1.7,3.33375
1.6,3.33375
1.5,3.33375
1.4000936651,3.33000292735
1.30074868922,3.31878276363
1.20252327719,3.30015255331
1.10596934316,3.2742169768
1.0116294095,3.24112176229
0.920033558443,3.20105286693
0.831696453619,3.15423543196
0.747114448242,3.10093251767
0.666762796173,3.04144362529
0.591092981543,2.97610301418
0.520530181922,2.90527782364
0.455470879315,2.82936601
0.396280632385,2.74879411059
0.343292022435,2.66401484708
0.29680278468,2.57550458169
0.257074135316,2.4837606406
0.224329303787,2.38929851955
0.198752278492,2.29264898731
0.180486772979,2.19435510339
0.169635418438,2.09496916671
0.166259187038,1.99504961223
0.170377049326,1.89515787325
0.18196586764,1.79585522678
0.200960526111,1.6976996398
0.227254296544,1.60124263413
0.260699438107,1.50702618752
0.301108027461,1.41557968834
0.34825301468,1.32741696103
0.401869499007,1.24303337901
0.461656217293,1.16290308123
0.527277236751,1.08747630806
0.598363842513,1.01717687145
0.674516609385,0.952399773617
0.755307646157,0.893508987552
0.840282999863,0.840835411932
0.928965206474,0.79467501184
1.0208559737,0.755287155782
1.11543898082,0.722893158336
1.21218277981,0.697675036613
1.31054378147,0.679774487536
1.4099693098,0.669292091659
