1.2.1	1.500	0.950
1.2.2	1.600	0.950
1.2.3	1.700	0.950
1.2.4	1.800	0.950
1.2.5	1.900	0.950
1.2.6	2.000	0.950
1.2.7	2.100	0.950
1.2.8	2.200	0.950
1.2.9	2.300	0.950
1.2.10	2.400	0.950
1.2.11	2.500	0.950
1.2.12	2.600	0.950
1.2.13	2.700	0.950
1.2.14	2.800	0.950
1.2.15	2.900	0.950
1.2.16	3.000	0.950
1.2.17	3.100	0.950
1.2.18	3.200	0.950
1.2.19	3.300	0.950
1.2.20	3.400	0.950
1.2.21	3.500	0.950
1.2.22	3.600	0.950
1.2.23	3.700	0.950
1.2.24	3.800	0.950
1.2.25	3.900	0.950
1.2.26	4.000	0.950
1.2.27	4.100	0.950
1.2.28	4.170	0.950
1.2.29	4.270	0.955
1.2.30	4.369	0.970
1.2.31	4.465	0.996
1.2.32	4.559	1.031
1.2.33	4.648	1.075
1.2.34	4.733	1.129
1.2.35	4.811	1.191
1.2.36	4.883	1.260
1.2.37	4.948	1.337
1.2.38	5.004	1.419
1.2.39	5.051	1.507
1.2.40	5.089	1.600
1.2.41	5.118	1.696
1.2.42	5.136	1.794
1.2.43	5.144	1.893
1.2.44	5.143	1.993
1.2.45	5.130	2.093
1.2.46	5.108	2.190
1.2.47	5.076	2.285
1.2.48	5.035	2.376
1.2.49	4.984	2.462
1.2.50	4.925	2.542
1.2.51	4.858	2.616
1.2.52	4.783	2.683
1.2.53	4.702	2.742
1.2.54	4.616	2.792
1.2.55	4.525	2.833
1.2.56	4.430	2.865
1.2.57	4.332	2.886
1.2.58	4.233	2.898
1.2.59	4.170	2.900
1.2.60	4.070	2.900
1.2.61	3.970	2.900
1.2.62	3.870	2.900
1.2.63	3.770	2.900
1.2.64	3.670	2.900
1.2.65	3.570	2.900
1.2.66	3.470	2.900
1.2.67	3.370	2.900
1.2.68	3.270	2.900
1.2.69	3.170	2.900
1.2.70	3.070	2.900
1.2.71	2.970	2.900
1.2.72	2.870	2.900
1.2.73	2.770	2.900
1.2.74	2.670	2.900
1.2.75	2.570	2.900
1.2.76	2.470	2.900
1.2.77	2.370	2.900
1.2.78	2.270	2.900
1.2.79	2.170	2.900
1.2.80	2.070	2.900
1.2.81	1.970	2.900
1.2.82	1.870	2.900
1.2.83	1.770	2.900
1.2.84	1.670	2.900
1.2.85	1.570	2.900
1.2.86	1.500	2.900
1.2.87	1.400	2.895
1.2.88	1.301	2.880
1.2.89	1.205	2.854
1.2.90	1.111	2.819
1.2.91	1.022	2.775
1.2.92	0.937	2.721
1.2.93	0.859	2.659
1.2.94	0.787	2.590
1.2.95	0.722	2.513
1.2.96	0.666	2.431
1.2.97	0.619	2.343
1.2.98	0.581	2.250
1.2.99	0.552	2.154
1.2.100	0.534	2.056
1.2.101	0.526	1.957
1.2.102	0.527	1.857
1.2.103	0.540	1.757
1.2.104	0.562	1.660
1.2.105	0.594	1.565
1.2.106	0.635	1.474
1.2.107	0.686	1.388
1.2.108	0.745	1.308
1.2.109	0.812	1.234
1.2.110	0.887	1.167
1.2.111	0.968	1.108
1.2.112	1.054	1.058
1.2.113	1.145	1.017
1.2.114	1.240	0.985
1.2.115	1.338	0.964
1.2.116	1.437	0.952
