1.1	1.500	0.425
1.2	1.510	0.425
1.3	1.520	0.425
1.4	1.530	0.425
1.5	1.540	0.425
1.6	1.550	0.425
1.7	1.560	0.425
1.8	1.570	0.425
1.9	1.580	0.425
1.10	1.590	0.425
1.11	1.600	0.425
1.12	1.610	0.425
1.13	1.620	0.425
1.14	1.630	0.425
1.15	1.640	0.425
1.16	1.650	0.425
1.17	1.660	0.425
1.18	1.670	0.425
1.19	1.680	0.425
1.20	1.690	0.425
1.21	1.700	0.425
1.22	1.710	0.425
1.23	1.720	0.425
1.24	1.730	0.425
1.25	1.740	0.425
1.26	1.750	0.425
1.27	1.760	0.425
1.28	1.770	0.425
1.29	1.780	0.425
1.30	1.790	0.425
1.31	1.800	0.425
1.32	1.810	0.425
1.33	1.820	0.425
1.34	1.830	0.425
1.35	1.840	0.425
1.36	1.850	0.425
1.37	1.860	0.425
1.38	1.870	0.425
1.39	1.880	0.425
1.40	1.890	0.425
1.41	1.900	0.425
1.42	1.910	0.425
1.43	1.920	0.425
1.44	1.930	0.425
1.45	1.940	0.425
1.46	1.950	0.425
1.47	1.960	0.425
1.48	1.970	0.425
1.49	1.980	0.425
1.50	1.990	0.425
1.51	2.000	0.425
1.52	2.010	0.425
1.53	2.020	0.425
1.54	2.030	0.425
1.55	2.040	0.425
1.56	2.050	0.425
1.57	2.060	0.425
1.58	2.070	0.425
1.59	2.080	0.425
1.60	2.090	0.425
1.61	2.100	0.425
1.62	2.110	0.425
1.63	2.120	0.425
1.64	2.130	0.425
1.65	2.140	0.425
1.66	2.150	0.425
1.67	2.160	0.425
1.68	2.170	0.425
1.69	2.180	0.425
1.70	2.190	0.425
1.71	2.200	0.425
1.72	2.210	0.425
1.73	2.220	0.425
1.74	2.230	0.425
1.75	2.240	0.425
1.76	2.250	0.425
1.77	2.260	0.425
1.78	2.270	0.425
1.79	2.280	0.425
1.80	2.290	0.425
1.81	2.300	0.425
1.82	2.310	0.425
1.83	2.320	0.425
1.84	2.330	0.425
1.85	2.340	0.425
1.86	2.350	0.425
1.87	2.360	0.425
1.88	2.370	0.425
1.89	2.380	0.425
1.90	2.390	0.425
1.91	2.400	0.425
1.92	2.410	0.425
1.93	2.420	0.425
1.94	2.430	0.425
1.95	2.440	0.425
1.96	2.450	0.425
1.97	2.460	0.425
1.98	2.470	0.425
1.99	2.480	0.425
1.100	2.490	0.425
1.101	2.500	0.425
1.102	2.510	0.425
1.103	2.520	0.425
1.104	2.530	0.425
1.105	2.540	0.425
1.106	2.550	0.425
1.107	2.560	0.425
1.108	2.570	0.425
1.109	2.580	0.425
1.110	2.590	0.425
1.111	2.600	0.425
1.112	2.610	0.425
1.113	2.620	0.425
1.114	2.630	0.425
1.115	2.640	0.425
1.116	2.650	0.425
1.117	2.660	0.425
1.118	2.670	0.425
1.119	2.680	0.425
1.120	2.690	0.425
1.121	2.700	0.425
1.122	2.710	0.425
1.123	2.720	0.425
1.124	2.730	0.425
1.125	2.740	0.425
1.126	2.750	0.425
1.127	2.760	0.425
1.128	2.770	0.425
1.129	2.780	0.425
1.130	2.790	0.425
1.131	2.800	0.425
1.132	2.810	0.425
1.133	2.820	0.425
1.134	2.830	0.425
1.135	2.840	0.425
1.136	2.850	0.425
1.137	2.860	0.425
1.138	2.870	0.425
1.139	2.880	0.425
1.140	2.890	0.425
1.141	2.900	0.425
1.142	2.910	0.425
1.143	2.920	0.425
1.144	2.930	0.425
1.145	2.940	0.425
1.146	2.950	0.425
1.147	2.960	0.425
1.148	2.970	0.425
1.149	2.980	0.425
1.150	2.990	0.425
1.151	3.000	0.425
1.152	3.010	0.425
1.153	3.020	0.425
1.154	3.030	0.425
1.155	3.040	0.425
1.156	3.050	0.425
1.157	3.060	0.425
1.158	3.070	0.425
1.159	3.080	0.425
1.160	3.090	0.425
1.161	3.100	0.425
1.162	3.110	0.425
1.163	3.120	0.425
1.164	3.130	0.425
1.165	3.140	0.425
1.166	3.150	0.425
1.167	3.160	0.425
1.168	3.170	0.425
1.169	3.180	0.425
1.170	3.190	0.425
1.171	3.200	0.425
1.172	3.210	0.425
1.173	3.220	0.425
1.174	3.230	0.425
1.175	3.240	0.425
1.176	3.250	0.425
1.177	3.260	0.425
1.178	3.270	0.425
1.179	3.280	0.425
1.180	3.290	0.425
1.181	3.300	0.425
1.182	3.310	0.425
1.183	3.320	0.425
1.184	3.330	0.425
1.185	3.340	0.425
1.186	3.350	0.425
1.187	3.360	0.425
1.188	3.370	0.425
1.189	3.380	0.425
1.190	3.390	0.425
1.191	3.400	0.425
1.192	3.410	0.425
1.193	3.420	0.425
1.194	3.430	0.425
1.195	3.440	0.425
1.196	3.450	0.425
1.197	3.460	0.425
1.198	3.470	0.425
1.199	3.480	0.425
1.200	3.490	0.425
1.201	3.500	0.425
1.202	3.510	0.425
1.203	3.520	0.425
1.204	3.530	0.425
1.205	3.540	0.425
1.206	3.550	0.425
1.207	3.560	0.425
1.208	3.570	0.425
1.209	3.580	0.425
1.210	3.590	0.425
1.211	3.600	0.425
1.212	3.610	0.425
1.213	3.620	0.425
1.214	3.630	0.425
1.215	3.640	0.425
1.216	3.650	0.425
1.217	3.660	0.425
1.218	3.670	0.425
1.219	3.680	0.425
1.220	3.690	0.425
1.221	3.700	0.425
1.222	3.710	0.425
1.223	3.720	0.425
1.224	3.730	0.425
1.225	3.740	0.425
1.226	3.750	0.425
1.227	3.760	0.425
1.228	3.770	0.425
1.229	3.780	0.425
1.230	3.790	0.425
1.231	3.800	0.425
1.232	3.810	0.425
1.233	3.820	0.425
1.234	3.830	0.425
1.235	3.840	0.425
1.236	3.850	0.425
1.237	3.860	0.425
1.238	3.870	0.425
1.239	3.880	0.425
1.240	3.890	0.425
1.241	3.900	0.425
1.242	3.910	0.425
1.243	3.920	0.425
1.244	3.930	0.425
1.245	3.940	0.425
1.246	3.950	0.425
1.247	3.960	0.425
1.248	3.970	0.425
1.249	3.980	0.425
1.250	3.990	0.425
1.251	4.000	0.425
1.252	4.010	0.425
1.253	4.020	0.425
1.254	4.030	0.425
1.255	4.040	0.425
1.256	4.050	0.425
1.257	4.060	0.425
1.258	4.070	0.425
1.259	4.080	0.425
1.260	4.090	0.425
1.261	4.100	0.425
1.262	4.110	0.425
1.263	4.120	0.425
1.264	4.130	0.425
1.265	4.140	0.425
1.266	4.150	0.425
1.267	4.160	0.425
1.268	4.170	0.425
1.269	4.140	0.425
1.270	4.150	0.425
1.271	4.160	0.425
1.272	4.170	0.425
1.273	4.180	0.426
1.274	4.190	0.426
1.275	4.200	0.426
1.276	4.210	0.427
1.277	4.220	0.427
1.278	4.230	0.428
1.279	4.240	0.428
1.280	4.250	0.429
1.281	4.260	0.430
1.282	4.270	0.431
1.283	4.280	0.432
1.284	4.290	0.432
1.285	4.300	0.434
1.286	4.310	0.435
1.287	4.320	0.436
1.288	4.329	0.437
1.289	4.339	0.438
1.290	4.349	0.440
1.291	4.359	0.441
1.292	4.369	0.443
1.293	4.379	0.444
1.294	4.389	0.446
1.295	4.399	0.447
1.296	4.409	0.449
1.297	4.418	0.451
1.298	4.428	0.453
1.299	4.438	0.455
1.300	4.448	0.457
1.301	4.458	0.459
1.302	4.467	0.461
1.303	4.477	0.463
1.304	4.487	0.466
1.305	4.497	0.468
1.306	4.506	0.470
1.307	4.516	0.473
1.308	4.526	0.475
1.309	4.535	0.478
1.310	4.545	0.481
1.311	4.555	0.483
1.312	4.564	0.486
1.313	4.574	0.489
1.314	4.583	0.492
1.315	4.593	0.495
1.316	4.602	0.498
1.317	4.612	0.501
1.318	4.621	0.504
1.319	4.631	0.508
1.320	4.640	0.511
1.321	4.650	0.514
1.322	4.659	0.518
1.323	4.668	0.521
1.324	4.678	0.525
1.325	4.687	0.528
1.326	4.696	0.532
1.327	4.706	0.536
1.328	4.715	0.540
1.329	4.724	0.543
1.330	4.733	0.547
1.331	4.742	0.551
1.332	4.752	0.555
1.333	4.761	0.559
1.334	4.770	0.564
1.335	4.779	0.568
1.336	4.788	0.572
1.337	4.797	0.577
1.338	4.806	0.581
1.339	4.815	0.585
1.340	4.824	0.590
1.341	4.833	0.595
1.342	4.842	0.599
1.343	4.850	0.604
1.344	4.859	0.609
1.345	4.868	0.613
1.346	4.877	0.618
1.347	4.885	0.623
1.348	4.894	0.628
1.349	4.903	0.633
1.350	4.911	0.638
1.351	4.920	0.644
1.352	4.928	0.649
1.353	4.937	0.654
1.354	4.945	0.659
1.355	4.954	0.665
1.356	4.962	0.670
1.357	4.970	0.676
1.358	4.979	0.681
1.359	4.987	0.687
1.360	4.995	0.693
1.361	5.003	0.698
1.362	5.012	0.704
1.363	5.020	0.710
1.364	5.028	0.716
1.365	5.036	0.722
1.366	5.044	0.728
1.367	5.052	0.734
1.368	5.060	0.740
1.369	5.068	0.746
1.370	5.075	0.752
1.371	5.083	0.759
1.372	5.091	0.765
1.373	5.099	0.771
1.374	5.106	0.778
1.375	5.114	0.784
1.376	5.122	0.791
1.377	5.129	0.797
1.378	5.137	0.804
1.379	5.144	0.811
1.380	5.151	0.817
1.381	5.159	0.824
1.382	5.166	0.831
1.383	5.173	0.838
1.384	5.181	0.845
1.385	5.188	0.852
1.386	5.195	0.859
1.387	5.202	0.866
1.388	5.209	0.873
1.389	5.216	0.880
1.390	5.223	0.887
1.391	5.230	0.894
1.392	5.237	0.902
1.393	5.244	0.909
1.394	5.250	0.916
1.395	5.257	0.924
1.396	5.264	0.931
1.397	5.270	0.939
1.398	5.277	0.946
1.399	5.283	0.954
1.400	5.290	0.962
1.401	5.296	0.969
1.402	5.302	0.977
1.403	5.309	0.985
1.404	5.315	0.993
1.405	5.321	1.000
1.406	5.327	1.008
1.407	5.333	1.016
1.408	5.339	1.024
1.409	5.345	1.032
1.410	5.351	1.040
1.411	5.357	1.048
1.412	5.363	1.057
1.413	5.369	1.065
1.414	5.374	1.073
1.415	5.380	1.081
1.416	5.386	1.089
1.417	5.391	1.098
1.418	5.397	1.106
1.419	5.402	1.115
1.420	5.408	1.123
1.421	5.413	1.131
1.422	5.418	1.140
1.423	5.423	1.148
1.424	5.429	1.157
1.425	5.434	1.166
1.426	5.439	1.174
1.427	5.444	1.183
1.428	5.449	1.192
1.429	5.453	1.200
1.430	5.458	1.209
1.431	5.463	1.218
1.432	5.468	1.227
1.433	5.472	1.236
1.434	5.477	1.245
1.435	5.481	1.254
1.436	5.486	1.262
1.437	5.490	1.271
1.438	5.494	1.280
1.439	5.499	1.290
1.440	5.503	1.299
1.441	5.507	1.308
1.442	5.511	1.317
1.443	5.515	1.326
1.444	5.519	1.335
1.445	5.523	1.344
1.446	5.527	1.354
1.447	5.531	1.363
1.448	5.534	1.372
1.449	5.538	1.381
1.450	5.542	1.391
1.451	5.545	1.400
1.452	5.549	1.410
1.453	5.552	1.419
1.454	5.555	1.428
1.455	5.559	1.438
1.456	5.562	1.447
1.457	5.565	1.457
1.458	5.568	1.466
1.459	5.571	1.476
1.460	5.574	1.485
1.461	5.577	1.495
1.462	5.580	1.505
1.463	5.583	1.514
1.464	5.585	1.524
