1.2.1	1.950	0.470
1.2.2	1.960	0.470
1.2.3	1.970	0.470
1.2.4	1.980	0.470
1.2.5	1.990	0.470
1.2.6	2.000	0.470
1.2.7	2.010	0.470
1.2.8	2.020	0.470
1.2.9	2.030	0.470
1.2.10	2.040	0.470
1.2.11	2.050	0.470
1.2.12	2.060	0.470
1.2.13	2.070	0.470
1.2.14	2.080	0.470
1.2.15	2.090	0.470
1.2.16	2.100	0.470
1.2.17	2.110	0.470
1.2.18	2.120	0.470
1.2.19	2.130	0.470
1.2.20	2.140	0.470
1.2.21	2.150	0.470
1.2.22	2.160	0.470
1.2.23	2.170	0.470
1.2.24	2.180	0.470
1.2.25	2.190	0.470
1.2.26	2.200	0.470
1.2.27	2.210	0.470
1.2.28	2.220	0.470
1.2.29	2.230	0.470
1.2.30	2.240	0.470
1.2.31	2.250	0.470
1.2.32	2.260	0.470
1.2.33	2.270	0.470
1.2.34	2.280	0.470
1.2.35	2.290	0.470
1.2.36	2.300	0.470
1.2.37	2.310	0.470
1.2.38	2.320	0.470
1.2.39	2.330	0.470
1.2.40	2.340	0.470
1.2.41	2.350	0.470
1.2.42	2.360	0.470
1.2.43	2.370	0.470
1.2.44	2.380	0.470
1.2.45	2.390	0.470
1.2.46	2.400	0.470
1.2.47	2.410	0.470
1.2.48	2.420	0.470
1.2.49	2.430	0.470
1.2.50	2.440	0.470
1.2.51	2.450	0.470
1.2.52	2.460	0.470
1.2.53	2.470	0.470
1.2.54	2.480	0.470
1.2.55	2.490	0.470
1.2.56	2.500	0.470
1.2.57	2.510	0.470
1.2.58	2.520	0.470
1.2.59	2.530	0.470
1.2.60	2.540	0.470
1.2.61	2.550	0.470
1.2.62	2.560	0.470
1.2.63	2.570	0.470
1.2.64	2.580	0.470
1.2.65	2.590	0.470
1.2.66	2.600	0.470
1.2.67	2.610	0.470
1.2.68	2.620	0.470
1.2.69	2.630	0.470
1.2.70	2.640	0.470
1.2.71	2.650	0.470
1.2.72	2.660	0.470
1.2.73	2.670	0.470
1.2.74	2.680	0.470
1.2.75	2.690	0.470
1.2.76	2.700	0.470
1.2.77	2.710	0.470
1.2.78	2.720	0.470
1.2.79	2.730	0.470
1.2.80	2.740	0.470
1.2.81	2.750	0.470
1.2.82	2.760	0.470
1.2.83	2.770	0.470
1.2.84	2.780	0.470
1.2.85	2.790	0.470
1.2.86	2.800	0.470
1.2.87	2.810	0.470
1.2.88	2.820	0.470
1.2.89	2.830	0.470
1.2.90	2.840	0.470
1.2.91	2.850	0.470
1.2.92	2.860	0.470
1.2.93	2.870	0.470
1.2.94	2.880	0.470
1.2.95	2.890	0.470
1.2.96	2.900	0.470
1.2.97	2.910	0.470
1.2.98	2.920	0.470
1.2.99	2.930	0.470
1.2.100	2.940	0.470
1.2.101	2.950	0.470
1.2.102	2.960	0.470
1.2.103	2.970	0.470
1.2.104	2.980	0.470
1.2.105	2.990	0.470
1.2.106	3.000	0.470
1.2.107	3.010	0.470
1.2.108	3.020	0.470
1.2.109	3.030	0.470
1.2.110	3.040	0.470
1.2.111	3.050	0.470
1.2.112	3.060	0.470
1.2.113	3.070	0.470
1.2.114	3.080	0.470
1.2.115	3.090	0.470
1.2.116	3.100	0.470
1.2.117	3.110	0.470
1.2.118	3.120	0.470
1.2.119	3.130	0.470
1.2.120	3.140	0.470
1.2.121	3.150	0.470
1.2.122	3.160	0.470
1.2.123	3.170	0.470
1.2.124	3.180	0.470
1.2.125	3.190	0.470
1.2.126	3.200	0.470
1.2.127	3.210	0.470
1.2.128	3.220	0.470
1.2.129	3.230	0.470
1.2.130	3.240	0.470
1.2.131	3.250	0.470
1.2.132	3.260	0.470
1.2.133	3.270	0.470
1.2.134	3.280	0.470
1.2.135	3.290	0.470
1.2.136	3.300	0.470
1.2.137	3.310	0.470
1.2.138	3.320	0.470
1.2.139	3.330	0.470
1.2.140	3.340	0.470
1.2.141	3.350	0.470
1.2.142	3.360	0.470
1.2.143	3.370	0.470
1.2.144	3.380	0.470
1.2.145	3.390	0.470
1.2.146	3.400	0.470
1.2.147	3.410	0.470
1.2.148	3.420	0.470
1.2.149	3.430	0.470
1.2.150	3.440	0.470
1.2.151	3.450	0.470
1.2.152	3.460	0.470
1.2.153	3.470	0.470
1.2.154	3.480	0.470
1.2.155	3.490	0.470
1.2.156	3.500	0.470
1.2.157	3.510	0.470
1.2.158	3.520	0.470
1.2.159	3.530	0.470
1.2.160	3.540	0.470
1.2.161	3.550	0.470
1.2.162	3.560	0.470
1.2.163	3.570	0.470
1.2.164	3.580	0.470
1.2.165	3.590	0.470
1.2.166	3.600	0.470
1.2.167	3.610	0.470
1.2.168	3.620	0.470
1.2.169	3.630	0.470
1.2.170	3.640	0.470
1.2.171	3.650	0.470
1.2.172	3.660	0.470
1.2.173	3.670	0.470
1.2.174	3.680	0.470
1.2.175	3.690	0.470
1.2.176	3.700	0.470
1.2.177	3.710	0.470
1.2.178	3.720	0.470
1.2.179	3.730	0.470
1.2.180	3.740	0.470
1.2.181	3.750	0.470
1.2.182	3.760	0.470
1.2.183	3.770	0.470
1.2.184	3.780	0.470
1.2.185	3.790	0.470
1.2.186	3.800	0.470
1.2.187	3.810	0.470
1.2.188	3.820	0.470
1.2.189	3.830	0.470
1.2.190	3.840	0.470
1.2.191	3.850	0.470
1.2.192	3.860	0.470
1.2.193	3.870	0.470
1.2.194	3.880	0.470
1.2.195	3.890	0.470
1.2.196	3.900	0.470
1.2.197	3.910	0.470
1.2.198	3.920	0.470
1.2.199	3.930	0.470
1.2.200	3.940	0.470
1.2.201	3.950	0.470
1.2.202	3.960	0.470
1.2.203	3.970	0.470
1.2.204	3.980	0.470
1.2.205	3.990	0.470
1.2.206	4.000	0.470
1.2.207	4.010	0.470
1.2.208	4.020	0.470
1.2.209	4.030	0.470
1.2.210	4.030	0.470
1.2.211	4.080	0.471
1.2.212	4.130	0.473
1.2.213	4.180	0.477
1.2.214	4.230	0.482
1.2.215	4.279	0.489
1.2.216	4.328	0.497
1.2.217	4.377	0.507
1.2.218	4.426	0.518
1.2.219	4.475	0.530
1.2.220	4.523	0.544
1.2.221	4.570	0.560
1.2.222	4.617	0.577
1.2.223	4.664	0.595
1.2.224	4.710	0.615
1.2.225	4.755	0.636
1.2.226	4.800	0.658
1.2.227	4.844	0.682
